ID_Post	Headline	Body	Status	ArgumentsUsed	Discriminating	Inappropriate	OffTopic	PersonalStories	PossiblyFeedback	SentimentNegative	SentimentNeutral	SentimentPositive	HeadBody	new_labels
140421		Argh, Top-Postings!	deleted							SentimentNegative			 Argh, Top-Postings!	deleted       SentimentNegative  
693147		nach oben gehen, geht ja noch. Schlimmer ist: hochgehen!	online	ArgumentsUsed							SentimentNeutral		 nach oben gehen, geht ja noch. Schlimmer ist: hochgehen!	online ArgumentsUsed       SentimentNeutral 
692213	Du hast ein gutes Recht auf deine eigene Meinung	der Gesetzgeber sieht das allerdings anders, und hat das deshalb auch entsprechend in den Gesetzestext geschrieben. :)	online	ArgumentsUsed			OffTopic				SentimentNeutral		Du hast ein gutes Recht auf deine eigene Meinung der Gesetzgeber sieht das allerdings anders, und hat das deshalb auch entsprechend in den Gesetzestext geschrieben. :)	online ArgumentsUsed   OffTopic    SentimentNeutral 
140420		Nationalistisches Geseiere.	deleted							SentimentNegative			 Nationalistisches Geseiere.	deleted       SentimentNegative  
140419		Ach ja? Herrscht im Iran ein Krieg oder warum sollte der Iran nicht sicher sein?	online		Discriminating	Inappropriate				SentimentNegative			 Ach ja? Herrscht im Iran ein Krieg oder warum sollte der Iran nicht sicher sein?	online  Discriminating Inappropriate    SentimentNegative  
140418		Natürlich darf das debilste aller Effenargumente nicht fehlen. Schön zynisch verpackt damit auch wirklich jeder kapiert was für ein Rektalausgang sie sind.	online							SentimentNegative			 Natürlich darf das debilste aller Effenargumente nicht fehlen. Schön zynisch verpackt damit auch wirklich jeder kapiert was für ein Rektalausgang sie sind.	online       SentimentNegative  
690596		"Dafür wurde ich jetzt Ihr follower.
Respekt."	online								SentimentNeutral		" Dafür wurde ich jetzt Ihr follower.
Respekt."	online        SentimentNeutral 
140417	"das leben scheint  nur in den Werbefilmen ""leicht"""	das ist der Fakt, Leben ohne genügend finanzielle Mittel, mit Krankheit und ohne Bildung ist immer schwer.	online	ArgumentsUsed						SentimentNegative			"das leben scheint  nur in den Werbefilmen ""leicht"" das ist der Fakt, Leben ohne genügend finanzielle Mittel, mit Krankheit und ohne Bildung ist immer schwer."	online ArgumentsUsed      SentimentNegative  
140416	Ok, suboptimal aber es gibt so viele Misstände. Wie sollen wir die alle lösen?	"Vorschläge? Durch das Wählen der FPÖ wird es wohl nicht klappen. Durch das Wählen der althergebrachten Stillstandsbewahrer auch nicht.
Es gibt zu viel Armut, zu viel Ungerechtigkeit, zu viele Arbeitsuchende, zu wenige (""keine"") Stellen, Wohnen wird immer teurer, Abgaben und Steuern erhöhen sich regelmäßig und generell wird die große Masse dadurch immer ärmer und einige wenige immer reicher.
Was also tun?
Immer nur wegschauen solange man selbst (noch) genug hat? Hin und wieder zur eigenen Beruhigung etwas spenden um sich dann stolz auf die Brust klopfen zu können?

Was können wir tun?"	online							SentimentNegative			"Ok, suboptimal aber es gibt so viele Misstände. Wie sollen wir die alle lösen? Vorschläge? Durch das Wählen der FPÖ wird es wohl nicht klappen. Durch das Wählen der althergebrachten Stillstandsbewahrer auch nicht.
Es gibt zu viel Armut, zu viel Ungerechtigkeit, zu viele Arbeitsuchende, zu wenige (""keine"") Stellen, Wohnen wird immer teurer, Abgaben und Steuern erhöhen sich regelmäßig und generell wird die große Masse dadurch immer ärmer und einige wenige immer reicher.
Was also tun?
Immer nur wegschauen solange man selbst (noch) genug hat? Hin und wieder zur eigenen Beruhigung etwas spenden um sich dann stolz auf die Brust klopfen zu können?

Was können wir tun?"	online       SentimentNegative  
140415		Angesichts des Faktums, dass alleine im Libanon ein mehrfaches an Flüchtlinge sind als in ganz Europa stimmt das schon. Offenbar haben viele schon jegliches Gespür für Relationen verloren.	online				OffTopic			SentimentNegative			 Angesichts des Faktums, dass alleine im Libanon ein mehrfaches an Flüchtlinge sind als in ganz Europa stimmt das schon. Offenbar haben viele schon jegliches Gespür für Relationen verloren.	online    OffTopic   SentimentNegative  
698853		Gott sei dank, haben wir Einen der sich hineinkniet	deleted			Inappropriate	OffTopic			SentimentNegative			 Gott sei dank, haben wir Einen der sich hineinkniet	deleted   Inappropriate OffTopic   SentimentNegative  
699760	affinität ...	... hat was hündisches.	deleted								SentimentNeutral		affinität ... ... hat was hündisches.	deleted        SentimentNeutral 
140449		"dann regen Sie sich bitte nicht übers ""Wir... verzichten selbst auf viele Dinge"" auf, sondern über die anderen eu-mitgliedsstaaten.
nur da seh ich ned viel, sondern es geht gegen flüchtlinge.

btw: wenn wir schon über wirtschaftsflüchtlinge reden, da kommen jede menge ganz legal, nämlich aus den neuen mitgliedsstaaten zu uns. und diese mitgliedsstaaten erhalten eu-gelder."	online		Discriminating					SentimentNegative			" dann regen Sie sich bitte nicht übers ""Wir... verzichten selbst auf viele Dinge"" auf, sondern über die anderen eu-mitgliedsstaaten.
nur da seh ich ned viel, sondern es geht gegen flüchtlinge.

btw: wenn wir schon über wirtschaftsflüchtlinge reden, da kommen jede menge ganz legal, nämlich aus den neuen mitgliedsstaaten zu uns. und diese mitgliedsstaaten erhalten eu-gelder."	online  Discriminating     SentimentNegative  
699767		"https://www.youtube.com/watch?v=inyuuWGtxyE
https://www.youtube.com/watch?v=hsNZmmHp2iE

Die beiden finde ich eigentlich deutlich besser als die ausgewählte Nummer. 

Und ja, outfit und Präsentation sind stark verbesserungswürdig."	online	ArgumentsUsed				PersonalStories			SentimentNeutral		" https://www.youtube.com/watch?v=inyuuWGtxyE
https://www.youtube.com/watch?v=hsNZmmHp2iE

Die beiden finde ich eigentlich deutlich besser als die ausgewählte Nummer. 

Und ja, outfit und Präsentation sind stark verbesserungswürdig."	online ArgumentsUsed    PersonalStories   SentimentNeutral 
140448		"Jep, und damit das so bleibt, brauchts eine konstruktive Immigrationspolitik, so kann's nicht weiter gehen.

Oder wie stellen sich viele das vor, wir importieren weiterhin Armut, damits dann nicht mehr in ihren Heimatländern arm sind sondern bei uns? Was genau ist da der Nutzen? Und wie soll das langfristig sozial und politisch gut gehen?"	online								SentimentNeutral		" Jep, und damit das so bleibt, brauchts eine konstruktive Immigrationspolitik, so kann's nicht weiter gehen.

Oder wie stellen sich viele das vor, wir importieren weiterhin Armut, damits dann nicht mehr in ihren Heimatländern arm sind sondern bei uns? Was genau ist da der Nutzen? Und wie soll das langfristig sozial und politisch gut gehen?"	online        SentimentNeutral 
140447	Don't panic!	"https://vimeo.com/79878808

sehr zu empfehlen!"	online							SentimentNegative			"Don't panic! https://vimeo.com/79878808

sehr zu empfehlen!"	online       SentimentNegative  
140446		"ich sehe das größte Problem in der Flüchtlingsfrage im demographischen Bereich:

im Monat Mai waren 17,08% der Flüchtlinge weiblich- der Rest männlich- no na net.

in Österreich werden jedes Jahr 40.000 Buben und 40.000 Mädchen gebohren.

über die Flucht kommen heuer 60.000 Männer und 10-15.000 Frauen hinzu.

Österreich bekommt heuer also 55.000 neue weibliche Mitbürger und 100.000 neue männliche Mitbürger dazu. ich glaube in spätestens fünf-zehn Jahren wirds deshalb ganz grobe Probleme geben."	online				OffTopic			SentimentNegative			" ich sehe das größte Problem in der Flüchtlingsfrage im demographischen Bereich:

im Monat Mai waren 17,08% der Flüchtlinge weiblich- der Rest männlich- no na net.

in Österreich werden jedes Jahr 40.000 Buben und 40.000 Mädchen gebohren.

über die Flucht kommen heuer 60.000 Männer und 10-15.000 Frauen hinzu.

Österreich bekommt heuer also 55.000 neue weibliche Mitbürger und 100.000 neue männliche Mitbürger dazu. ich glaube in spätestens fünf-zehn Jahren wirds deshalb ganz grobe Probleme geben."	online    OffTopic   SentimentNegative  
140445		Schade das man hier weitgehend zensiert wird und schade das selbst eine normale diskussion nicht zustande kommen kann. Ps: es war nicht hetzerisches oder sonstiges. Schade um die meinungsfreiheit schade um diese forum.	deleted							SentimentNegative			 Schade das man hier weitgehend zensiert wird und schade das selbst eine normale diskussion nicht zustande kommen kann. Ps: es war nicht hetzerisches oder sonstiges. Schade um die meinungsfreiheit schade um diese forum.	deleted       SentimentNegative  
140444	Die Kommentare	von Frau Brickner sind, wenn auch ungewollt, Wahlhilfe für Strache.	deleted							SentimentNegative			Die Kommentare von Frau Brickner sind, wenn auch ungewollt, Wahlhilfe für Strache.	deleted       SentimentNegative  
140443		als österreicher muss man sich also schämen, weil man nicht für alle menschen dieser erde ein schönes leben organisieren kann? ist das tatsächlich ihr ernst?	deleted							SentimentNegative			 als österreicher muss man sich also schämen, weil man nicht für alle menschen dieser erde ein schönes leben organisieren kann? ist das tatsächlich ihr ernst?	deleted       SentimentNegative  
140442		Ich persönlich muss das nicht einmal untragbar finden, aber die Frage ist doch, wie lange die Bevölkerung, die ohnehin über weite Teile unter deutlichen Realeinkommensverlusten leidet, die zunehmenden Entbehrungen noch hinnehmen wird. Ich glaube, dass die sozialen Spannungen, die man damit erzeugt und für die m. E. die enormen Zugewinne der FPÖ ein Symptom sind, diesem Land nicht gut tun werden.	online								SentimentNeutral		 Ich persönlich muss das nicht einmal untragbar finden, aber die Frage ist doch, wie lange die Bevölkerung, die ohnehin über weite Teile unter deutlichen Realeinkommensverlusten leidet, die zunehmenden Entbehrungen noch hinnehmen wird. Ich glaube, dass die sozialen Spannungen, die man damit erzeugt und für die m. E. die enormen Zugewinne der FPÖ ein Symptom sind, diesem Land nicht gut tun werden.	online        SentimentNeutral 
707476	dass der Wohlstand der 90er vorbei ist, sollte sich inzwischen herumgesprochen haben.	"Bis zu den Kapitaleignern hat es sich aber nicht herumgesprochen, dort werden bis dato noch exorbitante Gewinnzuwächse verzeichnet.

Naja die Arbeiter sollen halt den Gürtel immer enger schnallen und auf den früheren Wohlstand scheibchenweise verzichten.

So ein Pech aber auch."	online			Inappropriate	OffTopic			SentimentNegative			"dass der Wohlstand der 90er vorbei ist, sollte sich inzwischen herumgesprochen haben. Bis zu den Kapitaleignern hat es sich aber nicht herumgesprochen, dort werden bis dato noch exorbitante Gewinnzuwächse verzeichnet.

Naja die Arbeiter sollen halt den Gürtel immer enger schnallen und auf den früheren Wohlstand scheibchenweise verzichten.

So ein Pech aber auch."	online   Inappropriate OffTopic   SentimentNegative  
140441	Überhaupt..	... geboren zu werden ist wie ein Euro-Millionen-Sechser...	online				OffTopic			SentimentNegative			Überhaupt.. ... geboren zu werden ist wie ein Euro-Millionen-Sechser...	online    OffTopic   SentimentNegative  
707308		"doch gibt es, und zwar sichere herkunftsländer und jene die es nicht sind... syrien -> krieg -> echte flüchtlinge
marroko, algerien etc. -> kein krieg -> ""wirtschaftsflüchtlinge"" 
außerdem muss asyl im ersten erreichten land gestellt werden, sprich griechenland italien etc.

wenn sich die eu einfach an die bestehenden gesetze gehalten hätte, gäbe es jetzt null probleme"	online							SentimentNegative			" doch gibt es, und zwar sichere herkunftsländer und jene die es nicht sind... syrien -> krieg -> echte flüchtlinge
marroko, algerien etc. -> kein krieg -> ""wirtschaftsflüchtlinge"" 
außerdem muss asyl im ersten erreichten land gestellt werden, sprich griechenland italien etc.

wenn sich die eu einfach an die bestehenden gesetze gehalten hätte, gäbe es jetzt null probleme"	online       SentimentNegative  
707126	Gut, dass die belgische Polizei endlich aus	ihrem Schlaf erwacht scheint!	online								SentimentNeutral		Gut, dass die belgische Polizei endlich aus ihrem Schlaf erwacht scheint!	online        SentimentNeutral 
707124	man hätte das immer schon so machen sollen	"Das ganze war derart hysterisch-emotional, das Grundelemente einer öffentlichen Ordnung im rosa Schwall niedergeblendet wurden. Ohne kontrolle wurden tausende Flüchtlinge aufgenommen. Die Banalität, dass eine jede Einreise in einen Staat (außer Schengen, und selbst da, KANN man kontrolliert werden und hat sich auszuweisen) kontrolliert wird, wurde plötzlich zum rassistischen Gedankengut. Dass das schief gehen musste, war natürlich klar. Spät aber doch, landet man auf dem Boden der Realität. 
Nichtsdestotrotz wäre das Ganze an den EU-Außengrenzen sinnvoll und nicht irgendwo im Zentrum. Auch das hat man Merkel zu verdanken. Mittendrin 'Wir schaffen das' schreien und die Außengrenzen im Schäubleschen Sparbiss marode halten."	online	ArgumentsUsed						SentimentNegative			"man hätte das immer schon so machen sollen Das ganze war derart hysterisch-emotional, das Grundelemente einer öffentlichen Ordnung im rosa Schwall niedergeblendet wurden. Ohne kontrolle wurden tausende Flüchtlinge aufgenommen. Die Banalität, dass eine jede Einreise in einen Staat (außer Schengen, und selbst da, KANN man kontrolliert werden und hat sich auszuweisen) kontrolliert wird, wurde plötzlich zum rassistischen Gedankengut. Dass das schief gehen musste, war natürlich klar. Spät aber doch, landet man auf dem Boden der Realität. 
Nichtsdestotrotz wäre das Ganze an den EU-Außengrenzen sinnvoll und nicht irgendwo im Zentrum. Auch das hat man Merkel zu verdanken. Mittendrin 'Wir schaffen das' schreien und die Außengrenzen im Schäubleschen Sparbiss marode halten."	online ArgumentsUsed      SentimentNegative  
140440		"aha. also asylwerber sind prinzipiell messies, im gegensatz zu unseren kindern.
darf ichs so verstehen?
klingt ähnlich wie das hier:
""Muslimische Nachbarinnen, die mit ihr auf dem Feld arbeiteten, verboten Asia, aus demselben Brunnen zu trinken wie sie. Sonst sei das Wasser verseucht, weil sie keine Muslimin sei, gifteten sie. ""
http://derstandard.at/2000019570090/Todesstrafe-wegen-eines-Schluck-Wassers"	online								SentimentNeutral		" aha. also asylwerber sind prinzipiell messies, im gegensatz zu unseren kindern.
darf ichs so verstehen?
klingt ähnlich wie das hier:
""Muslimische Nachbarinnen, die mit ihr auf dem Feld arbeiteten, verboten Asia, aus demselben Brunnen zu trinken wie sie. Sonst sei das Wasser verseucht, weil sie keine Muslimin sei, gifteten sie. ""
http://derstandard.at/2000019570090/Todesstrafe-wegen-eines-Schluck-Wassers"	online        SentimentNeutral 
140439		"Wir haben uns zusammengetan, eine Wohnung angemietet + zur Verfügung gestellt. Damit bleiben die Kosten im Rahmen. 
Der Vorschlag mit dem Auswandern ist halt ein bissl gar schlicht, das will ch eher nicht."	deleted		Discriminating					SentimentNegative			" Wir haben uns zusammengetan, eine Wohnung angemietet + zur Verfügung gestellt. Damit bleiben die Kosten im Rahmen. 
Der Vorschlag mit dem Auswandern ist halt ein bissl gar schlicht, das will ch eher nicht."	deleted  Discriminating     SentimentNegative  
140438		"Fr. Brickner könnte ja einmal eine Artikelserie starten, um die Regierungen im Nahen Osten, Afrika anzuprangern, die für d. Lebensumstände ihrer Bewohner mitverantwortlich sind u. sich für eine Veränderung vor Ort einzusetzen. 

Das wäre mMn sinnvoller u. nachhaltiger, als für uneingeschränkte Zuwanderung aus allen Herren Länder in Österreich, zu plädieren."	deleted								SentimentNeutral		" Fr. Brickner könnte ja einmal eine Artikelserie starten, um die Regierungen im Nahen Osten, Afrika anzuprangern, die für d. Lebensumstände ihrer Bewohner mitverantwortlich sind u. sich für eine Veränderung vor Ort einzusetzen. 

Das wäre mMn sinnvoller u. nachhaltiger, als für uneingeschränkte Zuwanderung aus allen Herren Länder in Österreich, zu plädieren."	deleted        SentimentNeutral 
705503		"Das Problem ist, dass jeder Versuch einer differenzierten Betrachtung wahlweise als ""Verharmlosung"" oder als ""rassistische Propaganda"" denunziert wird.

Allein die Tatsache, dass es hier um 73 Beschuldigte (nicht Verurteilte!) geht, und nicht um über 1000, so wie das zur Stimmungsmache gerne transportiert wird, ist ja nicht ganz irrelevant. Auf der anderen Seite gibt es dann die, die nicht müde werden, zu unterstreichen, dass die Täter alle traumatisiert oder was weiß ich was sind.

Ist doch beides Blödsinn. Die Täter waren organisierte Kleinkriminelle (und keine kriegsgebeutelten Syrer, sondern Nordafrikaner),  und es waren auch nicht unglaublich viele von ihnen. Ich kapier bis heute nicht, warum ""das jetzt alles ändert""."	online	ArgumentsUsed							SentimentNeutral		" Das Problem ist, dass jeder Versuch einer differenzierten Betrachtung wahlweise als ""Verharmlosung"" oder als ""rassistische Propaganda"" denunziert wird.

Allein die Tatsache, dass es hier um 73 Beschuldigte (nicht Verurteilte!) geht, und nicht um über 1000, so wie das zur Stimmungsmache gerne transportiert wird, ist ja nicht ganz irrelevant. Auf der anderen Seite gibt es dann die, die nicht müde werden, zu unterstreichen, dass die Täter alle traumatisiert oder was weiß ich was sind.

Ist doch beides Blödsinn. Die Täter waren organisierte Kleinkriminelle (und keine kriegsgebeutelten Syrer, sondern Nordafrikaner),  und es waren auch nicht unglaublich viele von ihnen. Ich kapier bis heute nicht, warum ""das jetzt alles ändert""."	online ArgumentsUsed       SentimentNeutral 
140437	Und womit begründen Sie diese Aussage? haben sie beruflich mit Asyl zu tun? oder ist es Gefühl? Hörensagen?	"Die Geschichte des Jungen glaube ich sofort....wenn er lügen würde dann hätte er zumindest den Hauch eines Asylgrundes mit eingeflochten nicht? 

Auch wenn ich menschlich vollstes Verständnis für seine Gründe habe und mich auch sonst sehr für Flüchtlinge einsetze, muss man fairerweise sagen dass, sollte dies wirklich seine ganze Geschichte sein, hier wohl kein Asylgrund vorliegt und er wieder zurückmuss...."	online							SentimentNegative			"Und womit begründen Sie diese Aussage? haben sie beruflich mit Asyl zu tun? oder ist es Gefühl? Hörensagen? Die Geschichte des Jungen glaube ich sofort....wenn er lügen würde dann hätte er zumindest den Hauch eines Asylgrundes mit eingeflochten nicht? 

Auch wenn ich menschlich vollstes Verständnis für seine Gründe habe und mich auch sonst sehr für Flüchtlinge einsetze, muss man fairerweise sagen dass, sollte dies wirklich seine ganze Geschichte sein, hier wohl kein Asylgrund vorliegt und er wieder zurückmuss...."	online       SentimentNegative  
140436		Komplett daneben. Einwanderung, Asyl = zwei Paar Schuhe. Und die älteren Herrschaften haben das Feld bestellt, das nun geerntet wird. Mal drüber nachdenken... (Alt gg. Jung = wie schlau ist das denn?)	online				OffTopic			SentimentNegative			 Komplett daneben. Einwanderung, Asyl = zwei Paar Schuhe. Und die älteren Herrschaften haben das Feld bestellt, das nun geerntet wird. Mal drüber nachdenken... (Alt gg. Jung = wie schlau ist das denn?)	online    OffTopic   SentimentNegative  
140435	Das muss ich gar nicht. Ich wiederhole mich:	"Ich wollte einzig und alleine illustrieren, dass die Menschen hier durchaus Entbehrungen in Kauf nehmen und es deshalb unredlich und schäbig wäre, ihnen vorzuwerfen, dass sie sich schämen sollten.

Zur Illustration dieser Entbehrungen habe ich die Polizeiturnsäle und die Tenniseinrichtungen angeführt. Selbst wenn es viele Kilometer weiter weg andere Tenniseinrichtungen gäbe (die vermutlich auch nicht endlos freie Kapazitäten haben), dann stellt das für die Kinder des Tennisclubs auch eine Entbehrung dar.

Weniger abstrakt wäre, die bei konstanter Staatsverschuldung notwendigerweise erhöhte Steuerlast durch 70.000+ Asylwerber anzuführen. All das sind mehr oder weniger große Entbehrungen."	online		Discriminating	Inappropriate				SentimentNegative			"Das muss ich gar nicht. Ich wiederhole mich: Ich wollte einzig und alleine illustrieren, dass die Menschen hier durchaus Entbehrungen in Kauf nehmen und es deshalb unredlich und schäbig wäre, ihnen vorzuwerfen, dass sie sich schämen sollten.

Zur Illustration dieser Entbehrungen habe ich die Polizeiturnsäle und die Tenniseinrichtungen angeführt. Selbst wenn es viele Kilometer weiter weg andere Tenniseinrichtungen gäbe (die vermutlich auch nicht endlos freie Kapazitäten haben), dann stellt das für die Kinder des Tennisclubs auch eine Entbehrung dar.

Weniger abstrakt wäre, die bei konstanter Staatsverschuldung notwendigerweise erhöhte Steuerlast durch 70.000+ Asylwerber anzuführen. All das sind mehr oder weniger große Entbehrungen."	online  Discriminating Inappropriate    SentimentNegative  
702808		Jetzt bin ich aber sehr traurig, lieber Standard, dass ihr mein mit über 120 grünen Strichen verziertes Posting gelöscht habt. Ich hab nur geschrieben, dass das obligate Kinderfoto nicht fehlen darf. Schluchz.	deleted							SentimentNegative			 Jetzt bin ich aber sehr traurig, lieber Standard, dass ihr mein mit über 120 grünen Strichen verziertes Posting gelöscht habt. Ich hab nur geschrieben, dass das obligate Kinderfoto nicht fehlen darf. Schluchz.	deleted       SentimentNegative  
140434		Mal ganz ehrlich...dem Großteil der selbstzufriedenen Wohlstandsbürgern hier würde ich nur zu gerne mal vor die Füße spucken. Ekelhaftes Gesocks.	deleted							SentimentNegative			 Mal ganz ehrlich...dem Großteil der selbstzufriedenen Wohlstandsbürgern hier würde ich nur zu gerne mal vor die Füße spucken. Ekelhaftes Gesocks.	deleted       SentimentNegative  
701724		"Arm.

Deswegen werden wir sinnvolle (R)evolutionen aber nicht absagen."	online								SentimentNeutral		" Arm.

Deswegen werden wir sinnvolle (R)evolutionen aber nicht absagen."	online        SentimentNeutral 
701711		"""Wenn Maschinen in der Lage sind, fast jede menschliche Arbeit zu erledigen – was machen dann die Menschen?“

Das was ihnen SPASS macht! Die Jobs, die kurz- bis mittelfristig ersetzt werden sind eh mit Sicherheit nicht die spannendsten.
Und wir müssen v.a. die Ökonomie anpassen, eine Maschinensteuer muss rasch her, warum soll nur menschliche Arbeitskraft besteuert werden, und das noch dazu mit den höchsten Steuersätzen, wo sonst noch muss man fast die Hälfte Steuern zahlen?
Zusätzlich kann man (zumindest im Zeitraum der massivsten Umstellung) noch die Einsparungen besteuern, die durch die Automatisierung erreicht werden.

Lässt sich alles lösen.

Die potentielle Existenzbedrohung durch AI ist natürlich eine ganz andere Baustelle..."	online								SentimentNeutral		" ""Wenn Maschinen in der Lage sind, fast jede menschliche Arbeit zu erledigen – was machen dann die Menschen?“

Das was ihnen SPASS macht! Die Jobs, die kurz- bis mittelfristig ersetzt werden sind eh mit Sicherheit nicht die spannendsten.
Und wir müssen v.a. die Ökonomie anpassen, eine Maschinensteuer muss rasch her, warum soll nur menschliche Arbeitskraft besteuert werden, und das noch dazu mit den höchsten Steuersätzen, wo sonst noch muss man fast die Hälfte Steuern zahlen?
Zusätzlich kann man (zumindest im Zeitraum der massivsten Umstellung) noch die Einsparungen besteuern, die durch die Automatisierung erreicht werden.

Lässt sich alles lösen.

Die potentielle Existenzbedrohung durch AI ist natürlich eine ganz andere Baustelle..."	online        SentimentNeutral 
140433	schon seltsam: da kommen permanent solche geschichten im standard und keine einzige dabei, wo ein tatsächlicher asylgrund vorliegen würde. man kriegt doch glatt den eindruck, die gäbe es garnicht nicht.		online							SentimentNegative				online       SentimentNegative  
140432		Ich schäme mich gerade...für Sie...	online	ArgumentsUsed							SentimentNeutral		 Ich schäme mich gerade...für Sie...	online ArgumentsUsed       SentimentNeutral 
735159		"Viel Lob:
http://m.welt.de/debatte/kommentare/article152665938/Merkels-Strategie-ist-nach-Oesterreichs-Buendnis-gescheitert.html

Hoffentlich zeichnet sich endlich tatsächlich eine Trendwende ab."	online	ArgumentsUsed								SentimentPositive	" Viel Lob:
http://m.welt.de/debatte/kommentare/article152665938/Merkels-Strategie-ist-nach-Oesterreichs-Buendnis-gescheitert.html

Hoffentlich zeichnet sich endlich tatsächlich eine Trendwende ab."	online ArgumentsUsed        SentimentPositive
735396	Nein - aber wenn ein Kind im Supermarkt geschlagen	und mißhandelt wird,gehe  ich selbstverständlich schon dazwischen.	online	ArgumentsUsed							SentimentNeutral		Nein - aber wenn ein Kind im Supermarkt geschlagen und mißhandelt wird,gehe  ich selbstverständlich schon dazwischen.	online ArgumentsUsed       SentimentNeutral 
140414	Ich frage mich, warum fast nur junge Männer	flüchten? Wo sind die jungen Frauen alle? Sind die nicht vom Krieg und von der Armut bedroht? Können die nicht, dürfen die nicht?	online							SentimentNegative			Ich frage mich, warum fast nur junge Männer flüchten? Wo sind die jungen Frauen alle? Sind die nicht vom Krieg und von der Armut bedroht? Können die nicht, dürfen die nicht?	online       SentimentNegative  
140536	Wie auch immer man diese Geschichten im Standard beurteilt ...	"Zum Teil kommt einem beim Lesen der Kommentare echt was hoch. Wie unmenschlich so mancheR ist, ist unfassbar! Ich weiß schon, dass das kein konstruktiver Lösungsvorschlag ist und dass dieses ""linke Hippiegefasle"" auch nichts bringt, aber Sätze wie

""soll nicht jammern, sonst kann er sich gern wieder heim schleichen"" 

verursachen ein extremes Übelkeitsgefühl bei mir! Was ist aus uns geworden?"	online							SentimentNegative			"Wie auch immer man diese Geschichten im Standard beurteilt ... Zum Teil kommt einem beim Lesen der Kommentare echt was hoch. Wie unmenschlich so mancheR ist, ist unfassbar! Ich weiß schon, dass das kein konstruktiver Lösungsvorschlag ist und dass dieses ""linke Hippiegefasle"" auch nichts bringt, aber Sätze wie

""soll nicht jammern, sonst kann er sich gern wieder heim schleichen"" 

verursachen ein extremes Übelkeitsgefühl bei mir! Was ist aus uns geworden?"	online       SentimentNegative  
140534		"Ist es nicht. Außer die Wahrscheinlichkeitskenntnisse beschränken sich auf ""mehr als 50%"" und ""weniger als 50%""."	online	ArgumentsUsed							SentimentNeutral		" Ist es nicht. Außer die Wahrscheinlichkeitskenntnisse beschränken sich auf ""mehr als 50%"" und ""weniger als 50%""."	online ArgumentsUsed       SentimentNeutral 
140533		"""zumal die Asylverfahren hier ja teilweise unerträglich lange dauern""

Hm, eigentlich lag bis zum Vorjahr das vielgescholtene Ö bei der Dauer bis zu einem  Erstentscheid im absoluten Spitzenfeld Europas. Dass Einsprüche (und das sind über 80% bei Ablehnungen) und der weitere Instanzenzug länger bis sehr lang dauern liegt u.a. schlicht an den - auch von den NGO's gewünschten - Zuständigkeitänderungen und den mangelnden Ressourcen (Personal) dieser Stellen - aber auch an den Asylwerbern und ihren Lebensgeschichten.
Wenn Sie wissen wollen was ""unerträglich lange dauern"" bedeutet, sollten Sie eher in andere Staaten dieser Welt oder auch nur Europas sehen - Frankreich wäre da so ein schönes Beispiel."	online								SentimentNeutral		" ""zumal die Asylverfahren hier ja teilweise unerträglich lange dauern""

Hm, eigentlich lag bis zum Vorjahr das vielgescholtene Ö bei der Dauer bis zu einem  Erstentscheid im absoluten Spitzenfeld Europas. Dass Einsprüche (und das sind über 80% bei Ablehnungen) und der weitere Instanzenzug länger bis sehr lang dauern liegt u.a. schlicht an den - auch von den NGO's gewünschten - Zuständigkeitänderungen und den mangelnden Ressourcen (Personal) dieser Stellen - aber auch an den Asylwerbern und ihren Lebensgeschichten.
Wenn Sie wissen wollen was ""unerträglich lange dauern"" bedeutet, sollten Sie eher in andere Staaten dieser Welt oder auch nur Europas sehen - Frankreich wäre da so ein schönes Beispiel."	online        SentimentNeutral 
768923		"Sie müssen schon sinnzusammenhängend formulieren damit ich sinnerfassend lesen kann. Also Versuch ich' s nochmal (sie haben Glück, ich meins gut mit ihnen): 

Was wollen Sie mir eigentlich mitteilen?"	online	ArgumentsUsed						SentimentNegative			" Sie müssen schon sinnzusammenhängend formulieren damit ich sinnerfassend lesen kann. Also Versuch ich' s nochmal (sie haben Glück, ich meins gut mit ihnen): 

Was wollen Sie mir eigentlich mitteilen?"	online ArgumentsUsed      SentimentNegative  
768269		"sie haben recht! seit 5 jahren. allerdings sitzen die GRÜNEN mittlerweilen in sechs! landesregierungen und da zumeist mit integrationsagenden betraut - da ist es doch naheliegend auch nur EIN EINZIGES mal eine realistische und kritische aussage zu den integrationsproblemen zu bekommen, oder?

""peter pilz ist rechter als die FPÖ"" ist in diesem zusammenhang ein wenig dürftig!"	online	ArgumentsUsed						SentimentNegative			" sie haben recht! seit 5 jahren. allerdings sitzen die GRÜNEN mittlerweilen in sechs! landesregierungen und da zumeist mit integrationsagenden betraut - da ist es doch naheliegend auch nur EIN EINZIGES mal eine realistische und kritische aussage zu den integrationsproblemen zu bekommen, oder?

""peter pilz ist rechter als die FPÖ"" ist in diesem zusammenhang ein wenig dürftig!"	online ArgumentsUsed      SentimentNegative  
768257		"wieso wollen die grünen ein statement zu einer schlägerei geben?
es sind ja ohenhin alle einer meinung, dass gewalttäter verfolgt und bestraft gehören.
egal welcher herkunft."	online							SentimentNegative			" wieso wollen die grünen ein statement zu einer schlägerei geben?
es sind ja ohenhin alle einer meinung, dass gewalttäter verfolgt und bestraft gehören.
egal welcher herkunft."	online       SentimentNegative  
