ID_Post	ID_Post	Headline	Body	Deleted	ArgumentsUsed	Discriminating	Inappropriate	OffTopic	PersonalStories	PossiblyFeedback	SentimentNegative	SentimentNeutral	SentimentPositive	new_labels	HeadBody
140494	140495		"Weil? 
Im Iran leben aktuell noch rd. 850.000 offizielle Afghanische Flüchtlinge (es waren schon mal 2 Mio es gab allerdings Rückkehrprogramme der UNHCR und des Iran) und mehr als 2 Mio zusätzlich als nicht registrierte Afghanen.
Und ja, es stimmt dass Afghanen im Iran trotzdem  nicht beliebt sind (über die Gründe kann man das Internet befragen) und insbesondere die nicht registrierten Menschen auch ausgebeutet werden.
Man muss - zu Recht - nicht mit den politisch-religiösen System zufrieden sein und die Restriktionen kritisieren, aber ein unsicherer, destabilisierter Staat ist er ganz sicher nicht."	0	0	0	0	0	0	0	1	0	0	0000000100	" Weil? 
Im Iran leben aktuell noch rd. 850.000 offizielle Afghanische Flüchtlinge (es waren schon mal 2 Mio es gab allerdings Rückkehrprogramme der UNHCR und des Iran) und mehr als 2 Mio zusätzlich als nicht registrierte Afghanen.
Und ja, es stimmt dass Afghanen im Iran trotzdem  nicht beliebt sind (über die Gründe kann man das Internet befragen) und insbesondere die nicht registrierten Menschen auch ausgebeutet werden.
Man muss - zu Recht - nicht mit den politisch-religiösen System zufrieden sein und die Restriktionen kritisieren, aber ein unsicherer, destabilisierter Staat ist er ganz sicher nicht."
740336	740337		dein nächster laptop verwendet gefälligst wieder einen entspiegelten monitor! lehramt oder was unnützes (powi)?	0	0	0	0	0	0	0	1	0	0	0000000100	 dein nächster laptop verwendet gefälligst wieder einen entspiegelten monitor! lehramt oder was unnützes (powi)?
740335	740336		"der wurde von Bobos und Hipstern zur Unperson erklärt weil er sich nicht mit Cobain zusammen lebendig urnenbestatten liess.
die Asche von cobain wurde uebrigens bei einem Einbruch geklaut. curtney love ist eine sehr dumme Frau."	0	0	0	0	0	0	0	0	1	0	0000000010	" der wurde von Bobos und Hipstern zur Unperson erklärt weil er sich nicht mit Cobain zusammen lebendig urnenbestatten liess.
die Asche von cobain wurde uebrigens bei einem Einbruch geklaut. curtney love ist eine sehr dumme Frau."
140493	140494		"Nein nicht solang sie minderjährig sind,... also muss er sich echt den Arsch aufreißen wenn er den Hauch einer Chance haben will ein Bleiberecht zu erwirken.

Und das heißt : Deutsch können, Job und Unterkunft die er selbst bezahlt. Wenn er das alles hinkriegt und dann seit Asylverfahren 4 Jahre hinauszögern kann ...

Also Chane eines Eiswürfels in der Sahara."	1	0	1	0	0	0	0	1	0	0	1010000100	" Nein nicht solang sie minderjährig sind,... also muss er sich echt den Arsch aufreißen wenn er den Hauch einer Chance haben will ein Bleiberecht zu erwirken.

Und das heißt : Deutsch können, Job und Unterkunft die er selbst bezahlt. Wenn er das alles hinkriegt und dann seit Asylverfahren 4 Jahre hinauszögern kann ...

Also Chane eines Eiswürfels in der Sahara."
740333	740334		haben sie den lgi gesperrt und du hast ihm deinen account als trost geschenkt?	0	0	0	0	0	0	0	0	1	0	0000000010	 haben sie den lgi gesperrt und du hast ihm deinen account als trost geschenkt?
140492	140493		"Ja allerdings...

Die Frage ist nur, wie lange noch"	0	0	1	1	0	0	0	1	0	0	0011000100	" Ja allerdings...

Die Frage ist nur, wie lange noch"
739305	739306		"Das sind pro kunde lächerliche 2 minuten!
Ich würde sagen, ihr zeit management ist durchaus verbesserungswürdig und nicht das der verkaufskraft."	0	0	0	0	0	0	0	0	1	0	0000000010	" Das sind pro kunde lächerliche 2 minuten!
Ich würde sagen, ihr zeit management ist durchaus verbesserungswürdig und nicht das der verkaufskraft."
739260	739261		"Ich weiss zwar nicht, welches Hotel in Mogadischu das war, aber es hat mich an diesen Artikel erinnert: 
http://www.zeit.de/2016/03/mogadischu-somalia-wirtschaftlicher-aufschwung-gruendungen"	0	0	0	0	1	0	0	0	1	0	0000100010	" Ich weiss zwar nicht, welches Hotel in Mogadischu das war, aber es hat mich an diesen Artikel erinnert: 
http://www.zeit.de/2016/03/mogadischu-somalia-wirtschaftlicher-aufschwung-gruendungen"
738549	738550		"das ordnerpersonal wird nichtmehr eingesetzt?

vielleicht solltens am fanpersonal arbeiten."	0	1	0	0	0	0	0	0	1	0	0100000010	" das ordnerpersonal wird nichtmehr eingesetzt?

vielleicht solltens am fanpersonal arbeiten."
140491	140492		"Leseschwäche? Waise ? Familie nachholen?

Familien zusammenführung funzt nur bei 1. Grad und nur mit Papieren. Welche Afghanen oft ned haben.

Wobei Wirtschaftsflüchtling halt stimmt. Ehrlich ist der Bub ja."	0	0	0	0	0	0	0	0	1	0	0000000010	" Leseschwäche? Waise ? Familie nachholen?

Familien zusammenführung funzt nur bei 1. Grad und nur mit Papieren. Welche Afghanen oft ned haben.

Wobei Wirtschaftsflüchtling halt stimmt. Ehrlich ist der Bub ja."
140490	140491		bis er 18 ist nicht, unbegleiteter minderjähriger flüchtling, eltern lt angabe verstorben, hat also noch mind 2 jahre in aut, die mit sicherheit angenehmer sind als wirtschaftsflüchtling im iran zu sein.	0	0	0	0	0	0	0	0	1	0	0000000010	 bis er 18 ist nicht, unbegleiteter minderjähriger flüchtling, eltern lt angabe verstorben, hat also noch mind 2 jahre in aut, die mit sicherheit angenehmer sind als wirtschaftsflüchtling im iran zu sein.
140489	140490		"da kann ich nur zustimmen. viel besser gehts nicht. liechtenstein monaco, schweiz und co. sind dann ein doppeljackpot aber bei österreich kann man sich wirklich nicht beschweren. wir haben echte first world problems und haben zum glück keine ahnung wie beschissen das leben sein kann. 

sogar im falle von armut und krankheit gehts uns besser als der hälfte der menschheit. arm in österreich heisst kein neues handy...arm wo anders heißt verhungern. krank in österreich heißt krankenhausaufhalt und beste medizinische versorgung - krank wo anders heißt tot."	1	0	0	0	0	0	0	1	0	0	1000000100	" da kann ich nur zustimmen. viel besser gehts nicht. liechtenstein monaco, schweiz und co. sind dann ein doppeljackpot aber bei österreich kann man sich wirklich nicht beschweren. wir haben echte first world problems und haben zum glück keine ahnung wie beschissen das leben sein kann. 

sogar im falle von armut und krankheit gehts uns besser als der hälfte der menschheit. arm in österreich heisst kein neues handy...arm wo anders heißt verhungern. krank in österreich heißt krankenhausaufhalt und beste medizinische versorgung - krank wo anders heißt tot."
140488	140489	er hatte die Wahl - und ich denke trotz Zelt kein Vergleich zum Herkunfstland		0	0	0	0	0	0	0	1	0	0	0000000100	
140487	140488		Und wieder mal präsentiert der Standard ein trauriges Schicksal eines Asylwerber, dass den Österreichern einreden soll, wie böse sie nicht eigentlich sind.	1	0	0	0	1	0	0	1	0	0	1000100100	 Und wieder mal präsentiert der Standard ein trauriges Schicksal eines Asylwerber, dass den Österreichern einreden soll, wie böse sie nicht eigentlich sind.
140486	140487		Passen's gut auf mit solchen Aussagen, sonst landen Sie auf der schwarzen Liste. Beinahe identer Text von mir wurde schon 2x zensiert.	1	0	0	0	0	0	0	1	0	0	1000000100	 Passen's gut auf mit solchen Aussagen, sonst landen Sie auf der schwarzen Liste. Beinahe identer Text von mir wurde schon 2x zensiert.
140485	140486		in syrien?	0	0	0	0	0	0	0	1	0	0	0000000100	 in syrien?
140484	140485	Nicht hinterfragen bitte...		0	0	1	0	0	0	0	1	0	0	0010000100	
140500	140501		unbegleiteter minderjähriger flüchtling, mit schnell abschieben wirds die nächsten 2 jahre nichts	0	0	0	0	0	0	0	0	1	0	0000000010	 unbegleiteter minderjähriger flüchtling, mit schnell abschieben wirds die nächsten 2 jahre nichts
745451	745452		Keine Pässe -> keine gesicherte Herkunft ->  keine Abschiebung -> UBoot; funktioniert in der D, CH, Innsbruck, Salzburg, Wien,... seit Jahren so.	0	1	0	0	0	0	0	0	1	0	0100000010	 Keine Pässe -> keine gesicherte Herkunft ->  keine Abschiebung -> UBoot; funktioniert in der D, CH, Innsbruck, Salzburg, Wien,... seit Jahren so.
140517	140518		"Werden an Österreichs Grenzen Flüchtlinge abgewiesen ? NEIN
Werden Flüchtlinge in Österreich abgeschoben ? NEIN
Österreich nimmt tägl. an die 300 Asylwerber auf, und da kein ende in Sicht ist kann man das schon als unbergrenzt bezeichnen.
Hat Österreich 500 Asylwerber an die Slowakei abgegeben ? NEIN 
Deren Asylverfahren wird in Österreich bearbeitet. 
Heuer werden 70 000 bis 90 000 Asylwerber erwartet, von denen so gut wie alle hierbleiben. Wie will man die alle vernüftig integrieren, vor allem wenn nächstes Jahr wieder so viele nach Österreich kommen."	0	0	0	0	0	0	0	0	0	1	0000000001	" Werden an Österreichs Grenzen Flüchtlinge abgewiesen ? NEIN
Werden Flüchtlinge in Österreich abgeschoben ? NEIN
Österreich nimmt tägl. an die 300 Asylwerber auf, und da kein ende in Sicht ist kann man das schon als unbergrenzt bezeichnen.
Hat Österreich 500 Asylwerber an die Slowakei abgegeben ? NEIN 
Deren Asylverfahren wird in Österreich bearbeitet. 
Heuer werden 70 000 bis 90 000 Asylwerber erwartet, von denen so gut wie alle hierbleiben. Wie will man die alle vernüftig integrieren, vor allem wenn nächstes Jahr wieder so viele nach Österreich kommen."
745544	745545		Und alle Siedlungen, die auf gerader Linie dazwischen liegen, platt machen.	0	1	0	0	0	0	0	0	1	0	0100000010	 Und alle Siedlungen, die auf gerader Linie dazwischen liegen, platt machen.
754823	754824		Geh bitte...	0	0	0	0	0	0	0	0	1	0	0000000010	 Geh bitte...
140516	140517	großartig!	mit solchen Lebensgeschichten schafft man es vielleicht die Flüchtlinge aus ihrer Abstraktheit zu befreien...	0	0	0	0	0	0	0	1	0	0	0000000100	großartig! mit solchen Lebensgeschichten schafft man es vielleicht die Flüchtlinge aus ihrer Abstraktheit zu befreien...
753678	753679		Gendern bitte - sie dürfen immerhin im derStandard posten	0	0	0	0	0	0	0	0	1	0	0000000010	 Gendern bitte - sie dürfen immerhin im derStandard posten
140515	140516	"""menschen auf der flucht"""	"zu jedem artikel dieser serie, den ich bis jetzt gelesen habe, passt kurt tucholskys:

""das gegenteil von gut ist gut gemeint"""	0	0	0	0	0	0	0	1	0	0	0000000100	"""menschen auf der flucht"" zu jedem artikel dieser serie, den ich bis jetzt gelesen habe, passt kurt tucholskys:

""das gegenteil von gut ist gut gemeint"""
140514	140515	Frag mich nur, woher der Kinderarbeiter	"die 10-20k Euro für die Schepper her hatte. Oder werden Kinderarbeit derart gut bezahlt? 
Wohl wieder ein Fall aus dem Märchenbuch....."	1	0	0	0	0	0	0	1	0	0	1000000100	"Frag mich nur, woher der Kinderarbeiter die 10-20k Euro für die Schepper her hatte. Oder werden Kinderarbeit derart gut bezahlt? 
Wohl wieder ein Fall aus dem Märchenbuch....."
752704	752705		Insbesondere hat so jemand dann grob gerechnet 40.000 Euro Jahresumsatz.	0	0	0	1	0	0	0	1	0	0	0001000100	 Insbesondere hat so jemand dann grob gerechnet 40.000 Euro Jahresumsatz.
140513	140514	"""Menschen auf der Flucht"""	"zu jedem artikel dieser serie, den ich bis jetzt gelesen habe, passt kurt tucholsky:

""das gegenteil von gut ist gut gemeint"""	0	0	0	0	0	0	0	1	0	0	0000000100	"""Menschen auf der Flucht"" zu jedem artikel dieser serie, den ich bis jetzt gelesen habe, passt kurt tucholsky:

""das gegenteil von gut ist gut gemeint"""
140512	140513		"Die Diktion ""ab nachhause mit ihm"" find ich nicht sehr sympathisch. Aber immerhin haben Sie nicht gleich ""schleich di"" gewählt"	1	0	0	0	0	0	0	1	0	0	1000000100	" Die Diktion ""ab nachhause mit ihm"" find ich nicht sehr sympathisch. Aber immerhin haben Sie nicht gleich ""schleich di"" gewählt"
751611	751612		Die Zeit arbeitet für Bernie...	0	1	0	0	0	0	0	1	0	0	0100000100	 Die Zeit arbeitet für Bernie...
751034	751035		"Artikel nicht gelesen?
,-)"	0	0	0	0	0	0	0	1	0	0	0000000100	" Artikel nicht gelesen?
,-)"
751032	751033		"Der Vorposter hat seinen Nick nicht von ungefähr ;)

Spaß beiseite, Dr.supergscheit ist der Tennis-Experte schlechthin im Standard-Tennisforum. Der hat ein sehr großes Wissen und auch immer die richtigen Quellen!"	0	1	0	0	0	0	0	0	1	0	0100000010	" Der Vorposter hat seinen Nick nicht von ungefähr ;)

Spaß beiseite, Dr.supergscheit ist der Tennis-Experte schlechthin im Standard-Tennisforum. Der hat ein sehr großes Wissen und auch immer die richtigen Quellen!"
140511	140512	Camper	ich bin leidenschaflicher camper, diese bedingungen sind würdig! vor allem wenn sie ohne gegenleistung erhaltet! er kann ja wieder abhauen wenn er will, wenn er es bis hierher geschafft hat dann schafft er es auch noch weiter.	1	0	0	0	0	0	0	1	0	0	1000000100	Camper ich bin leidenschaflicher camper, diese bedingungen sind würdig! vor allem wenn sie ohne gegenleistung erhaltet! er kann ja wieder abhauen wenn er will, wenn er es bis hierher geschafft hat dann schafft er es auch noch weiter.
140510	140511		"Er steht nicht für zig-Tausende sondern für Millionen; bei einer Rate von 48% leben im Iran über 400.000 legale und über 1 Mio nicht registrierte unter 15 jährige afghanische  Flüchtlinge. Dazu kommen rd. 15 Mio in Afghanistan selbst, 800.000 Flüchtlinge in Pakistan,... - alle unter 15 und Tendenz steigend.
Wie die Zukunft dieser Menschen verbessert werden könnte - keine Ahnung, die USA und ihre Verbündeten sind im Prinzip gescheitert, der Staat ist nach wie vor ein Spielball  von Terroristen, Clans, religiösen Gruppen,... und daran wird sich vermutlich auch in den nächsten 100+ Jahren nichts Wesentliches ändern. 
Eigentlich wäre das auch eine Aufgabe der Weltengemeinschaft/EU; nur:  Das ist nur eine Gruppe auf dieser Welt."	0	1	0	0	0	0	0	0	1	0	0100000010	" Er steht nicht für zig-Tausende sondern für Millionen; bei einer Rate von 48% leben im Iran über 400.000 legale und über 1 Mio nicht registrierte unter 15 jährige afghanische  Flüchtlinge. Dazu kommen rd. 15 Mio in Afghanistan selbst, 800.000 Flüchtlinge in Pakistan,... - alle unter 15 und Tendenz steigend.
Wie die Zukunft dieser Menschen verbessert werden könnte - keine Ahnung, die USA und ihre Verbündeten sind im Prinzip gescheitert, der Staat ist nach wie vor ein Spielball  von Terroristen, Clans, religiösen Gruppen,... und daran wird sich vermutlich auch in den nächsten 100+ Jahren nichts Wesentliches ändern. 
Eigentlich wäre das auch eine Aufgabe der Weltengemeinschaft/EU; nur:  Das ist nur eine Gruppe auf dieser Welt."
140509	140510		"In St.Pölten gibt es eine leerstehende Kaserne. Warum werden die Flüchtlinge nicht dort (und in ähnlichen Gebäuden) untergebracht?

Dort muss es doch von der Logistik her relativ ""einfach"" sein die unterbzubringen, weil es doch alles Notwendig (Duchen, Kantine,,... usw schon gibt)."	0	0	0	0	0	0	0	1	0	0	0000000100	" In St.Pölten gibt es eine leerstehende Kaserne. Warum werden die Flüchtlinge nicht dort (und in ähnlichen Gebäuden) untergebracht?

Dort muss es doch von der Logistik her relativ ""einfach"" sein die unterbzubringen, weil es doch alles Notwendig (Duchen, Kantine,,... usw schon gibt)."
140508	140509		Schade...	0	0	0	0	0	0	0	1	0	0	0000000100	 Schade...
140507	140508	"Die kriegen sogar noch viel mehr als ein Zelt.....also bitte bleiben wir sachlich und verzichten wenigstens EINMAL auf das plumpe, populistische ""spielen wir arm gegen ärmer aus"" spiel...ok?"		1	0	0	0	1	0	0	1	0	0	1000100100	
140506	140507		offenbar geht es nur um das generieren von klicks, denn erst kann die redaktion diese geschichten doch nie und nimmer meinen.	1	1	0	0	0	0	0	1	0	0	1100000100	 offenbar geht es nur um das generieren von klicks, denn erst kann die redaktion diese geschichten doch nie und nimmer meinen.
749871	749872		Dafür müssten Sie mal Spiritualität definieren. MMn ist das seine reine Worthülse die je nach Geschmack gefüllt wird - meist mit religiös-esotherischem Sprachschwämmen.	0	0	0	0	0	0	0	0	1	0	0000000010	 Dafür müssten Sie mal Spiritualität definieren. MMn ist das seine reine Worthülse die je nach Geschmack gefüllt wird - meist mit religiös-esotherischem Sprachschwämmen.
140505	140506	"""In diesem Land hier fehlt es übrigens teilweise massiv an Lehrlingen ...."""	"zur zeit sind in diesem unserem lande 80.000 jugendliche als arbeitslos gemeldet! viele davon werden in ""lehrwerkstätten"" zwischen geparkt. eine große anzahl junger menschen verlängert unfreiwillig den schulbesuch, da es eklatant an lehrstellen mangelt! seit gut 10 jahre geht die schere zwischen lehrstellennachfrage und lehrstellenangebot immer weiter auf!

soviel zur realität!"	0	0	0	0	0	0	0	1	0	0	0000000100	"""In diesem Land hier fehlt es übrigens teilweise massiv an Lehrlingen ...."" zur zeit sind in diesem unserem lande 80.000 jugendliche als arbeitslos gemeldet! viele davon werden in ""lehrwerkstätten"" zwischen geparkt. eine große anzahl junger menschen verlängert unfreiwillig den schulbesuch, da es eklatant an lehrstellen mangelt! seit gut 10 jahre geht die schere zwischen lehrstellennachfrage und lehrstellenangebot immer weiter auf!

soviel zur realität!"
140504	140505		Muss er hier Steine schneiden? so what?	1	0	0	0	0	0	0	1	0	0	1000000100	 Muss er hier Steine schneiden? so what?
140503	140504		Wird wohl an den Schlepperkapazitäten liegen...	1	0	0	0	0	0	0	1	0	0	1000000100	 Wird wohl an den Schlepperkapazitäten liegen...
746699	746700		vielleicht flüchten sich gerade deshalb in diese Traumwelt weil sie sich dann nicht damit beschäftigen müssen wo gerade wieder eine Bombe hochgegangen ist	1	0	0	0	0	0	0	0	1	0	1000000010	 vielleicht flüchten sich gerade deshalb in diese Traumwelt weil sie sich dann nicht damit beschäftigen müssen wo gerade wieder eine Bombe hochgegangen ist
140502	140503		"Man kläre mich über das neue Forumssystem des Standards auf.
Wo unter ""positivste Meldung"" ein Posting mit 83 Rotstrichen ist.

Zum Thema:
Würde man nicht seit Jahren Migration mit Asyl verwächseln oder bewusst falsch in den Medien darstellen gäbe es solche Diskussionen nicht. Nicht jeder hat das Recht auf Asyl und schon gar nicht hat man als Asylant Niederlassungsrecht."	0	0	0	0	0	0	0	1	0	0	0000000100	" Man kläre mich über das neue Forumssystem des Standards auf.
Wo unter ""positivste Meldung"" ein Posting mit 83 Rotstrichen ist.

Zum Thema:
Würde man nicht seit Jahren Migration mit Asyl verwächseln oder bewusst falsch in den Medien darstellen gäbe es solche Diskussionen nicht. Nicht jeder hat das Recht auf Asyl und schon gar nicht hat man als Asylant Niederlassungsrecht."
746102	746103	Häupl??	"Häupl als Faymann-Nachfolger??
Aber Hr. Sperl, der Fasching ist doch längst vorbei...!"	0	0	0	1	0	0	0	1	0	0	0001000100	"Häupl?? Häupl als Faymann-Nachfolger??
Aber Hr. Sperl, der Fasching ist doch längst vorbei...!"
745965	745966	"""Eine Wertegemeinschaft deren einzige Wert der Geldwert ist, kann gerade bei humanen Katastrophen nur scheitern."""	"wie kommen Sie eigentlich darauf, dass der ""einzige Wert der Geldwert"" ist  ?

- 2/3 der Europäer und Nordamerikaner sind überernährt (zu fett)
- Fernreisen, SUV, Wohnkultur, Zweitwohnung...
- Kitsch & Kunst....
- Viagra-, Kosmetik-, Botox-Kultur..


völlig daneben, die Diagnose ! 

  .--)"	0	1	0	0	0	0	0	0	1	0	0100000010	"""Eine Wertegemeinschaft deren einzige Wert der Geldwert ist, kann gerade bei humanen Katastrophen nur scheitern."" wie kommen Sie eigentlich darauf, dass der ""einzige Wert der Geldwert"" ist  ?

- 2/3 der Europäer und Nordamerikaner sind überernährt (zu fett)
- Fernreisen, SUV, Wohnkultur, Zweitwohnung...
- Kitsch & Kunst....
- Viagra-, Kosmetik-, Botox-Kultur..


völlig daneben, die Diagnose ! 

  .--)"
688691	688692	"""will bis[!] Ende 2016 wiedereröffnen"""	Und dann wird wieder zugesperrt? Deutsche Grammatik = Glückssache.	0	1	0	0	0	0	0	0	1	0	0100000010	"""will bis[!] Ende 2016 wiedereröffnen"" Und dann wird wieder zugesperrt? Deutsche Grammatik = Glückssache."
688474	688475		schon mal drauf gekommen dass sich nicht jeder heutzutage diesen luxus leisten kann?	0	0	0	0	1	0	0	0	1	0	0000100010	 schon mal drauf gekommen dass sich nicht jeder heutzutage diesen luxus leisten kann?
265261	265262		"Und manchesmal reicht es, die Startseite von derstandard.at aufzurufen, 2 Artikel anzuklicken und die Posts dazu zu lesen
#idiocracy-is-already-reality"	0	0	0	0	0	0	0	0	1	0	0000000010	" Und manchesmal reicht es, die Startseite von derstandard.at aufzurufen, 2 Artikel anzuklicken und die Posts dazu zu lesen
#idiocracy-is-already-reality"
620098	620099		"Da war aber sehr viel Arglosigkeit bei diesem Mädchen dabei...
Hoffentlich ist dieser Vorfall eine WARNUNG für alle Mädchen im Lande!"	1	0	0	0	1	0	0	1	0	0	1000100100	" Da war aber sehr viel Arglosigkeit bei diesem Mädchen dabei...
Hoffentlich ist dieser Vorfall eine WARNUNG für alle Mädchen im Lande!"
140325	140326	"""Es ist auch hier ein schweres Leben."" (Irene Brickner, 23.7.2015)"	Und es wird noch viel schwerer werden,  das sollte man ihm fairerweise kundtun! Und es wird für Ihn fast unmöglich sein, auf ehrliche Art und Weise zu überleben!	1	0	0	0	0	0	0	1	0	0	1000000100	"""Es ist auch hier ein schweres Leben."" (Irene Brickner, 23.7.2015) Und es wird noch viel schwerer werden,  das sollte man ihm fairerweise kundtun! Und es wird für Ihn fast unmöglich sein, auf ehrliche Art und Weise zu überleben!"
140324	140325		"Sorry aber leider müssten da ca. 3 Milliarden Menschen bei uns um Asyl antragen - halb China, halb Indien,halb Afrika, teile Südamerikas.

Natürlich sind die Lebensumstände wo anders schlechter aber Österreich KANN einfach nicht allen helfen,auch wenn man gerne würde.

Man muss das einfach runterrechnen. Wenn ich in einem 150m² Haus wohne kann ich auch nicht 10 armen Chinesen/Indern einen Wohnplatz in dem Haus anbieten, sie durchfüttern und ihnen etwas beibringen. Geht einfach nicht - weil über kurz oder lang man dann selber zu den Armen gehört. Das soll ja nicht das Ziel sein.

Wenn jetzt einer vor der Tür steht der sagt ich werde verfolgt von einem mit einer Waffe - nur herein mit ihm. Wenn der Verfolger weg ist wird er aber wieder gehen."	1	1	0	0	0	1	0	0	1	0	1100010010	" Sorry aber leider müssten da ca. 3 Milliarden Menschen bei uns um Asyl antragen - halb China, halb Indien,halb Afrika, teile Südamerikas.

Natürlich sind die Lebensumstände wo anders schlechter aber Österreich KANN einfach nicht allen helfen,auch wenn man gerne würde.

Man muss das einfach runterrechnen. Wenn ich in einem 150m² Haus wohne kann ich auch nicht 10 armen Chinesen/Indern einen Wohnplatz in dem Haus anbieten, sie durchfüttern und ihnen etwas beibringen. Geht einfach nicht - weil über kurz oder lang man dann selber zu den Armen gehört. Das soll ja nicht das Ziel sein.

Wenn jetzt einer vor der Tür steht der sagt ich werde verfolgt von einem mit einer Waffe - nur herein mit ihm. Wenn der Verfolger weg ist wird er aber wieder gehen."
140323	140324	Ich habe das selbst schon während meiner Iranreisen beobachtet...	"Immer wieder sind mir dort afghanische Kinder (v.a. der von den Taliban verfolgten Hazara-Minderheit) aufgefallen, die als Kellner in Restaurants  gearbeitet haben, dem Aussehen nach kaum 12, 13 Jahre alt.

Ein Einheimischer hat mir dann bestätigt, dass die Mehrheit der im Iran lebendenen Afghanen (ca. 1,7 Mio.) illegal im Land lebt und auch keinerlei Aussicht auf eine Aufenthaltserlaubnis hat - den Kindern ist es auch nicht erlaubt die staatliche Schulen zu besuchen, Erwachsenen bleibt etwa der Zugang zur Universität verwehrt. Die meisten arbeiten daher als Hilfsarbeiter oftmals zu Hungerlöhnen

Dazu werden Afghanen leider oft auch mit Vorurteilen konfrontiert und nicht selten als kriminell und weniger zivilisiert angesehen"	0	0	0	0	0	0	0	1	0	0	0000000100	"Ich habe das selbst schon während meiner Iranreisen beobachtet... Immer wieder sind mir dort afghanische Kinder (v.a. der von den Taliban verfolgten Hazara-Minderheit) aufgefallen, die als Kellner in Restaurants  gearbeitet haben, dem Aussehen nach kaum 12, 13 Jahre alt.

Ein Einheimischer hat mir dann bestätigt, dass die Mehrheit der im Iran lebendenen Afghanen (ca. 1,7 Mio.) illegal im Land lebt und auch keinerlei Aussicht auf eine Aufenthaltserlaubnis hat - den Kindern ist es auch nicht erlaubt die staatliche Schulen zu besuchen, Erwachsenen bleibt etwa der Zugang zur Universität verwehrt. Die meisten arbeiten daher als Hilfsarbeiter oftmals zu Hungerlöhnen

Dazu werden Afghanen leider oft auch mit Vorurteilen konfrontiert und nicht selten als kriminell und weniger zivilisiert angesehen"
140322	140323		"Sami H. ""muss"" nicht, sondern er darf hier im Zelt leben.
Würde mich wirklich interessieren, was so viele Österreicher antreibt ständig für Wirtschaftsflüchtlinge in die Presche zu springen. Vor 50 Jahren war es hierzulande noch ganz normal als Minderjähriger Hilfsarbeit zu verrichten um sich die nötigsten Dinge des Lebens leisten zu können. Vor 150 Jahren - dort wo sich Afghanistan wirtschaftlich und gesellschaftlich jetzt gerade befindet - war auch das Leben als Hirte bzw. Kleinbauer hierzulande ganz normal. Was soll also das Ganze? Soll man aller Welt das Angebot machen in Ö in einem Lager durchgefüttert und ausgebildet zu werden, sofern man in der Heimat ""nur"" Hirte oder Hilfsarbeiter ist?"	1	0	0	0	0	0	0	1	0	0	1000000100	" Sami H. ""muss"" nicht, sondern er darf hier im Zelt leben.
Würde mich wirklich interessieren, was so viele Österreicher antreibt ständig für Wirtschaftsflüchtlinge in die Presche zu springen. Vor 50 Jahren war es hierzulande noch ganz normal als Minderjähriger Hilfsarbeit zu verrichten um sich die nötigsten Dinge des Lebens leisten zu können. Vor 150 Jahren - dort wo sich Afghanistan wirtschaftlich und gesellschaftlich jetzt gerade befindet - war auch das Leben als Hirte bzw. Kleinbauer hierzulande ganz normal. Was soll also das Ganze? Soll man aller Welt das Angebot machen in Ö in einem Lager durchgefüttert und ausgebildet zu werden, sofern man in der Heimat ""nur"" Hirte oder Hilfsarbeiter ist?"
617057	617058		"lies besser:
die Legitimierung patriarchalischer Strukturen ..."	0	1	0	0	0	0	0	0	1	0	0100000010	" lies besser:
die Legitimierung patriarchalischer Strukturen ..."
616954	616955		Was machen Sie mit dem restlichen toten Schwein, wenn Sie sich ein Schnitzel gebraten haben?	0	1	0	0	0	1	0	0	1	0	0100010010	 Was machen Sie mit dem restlichen toten Schwein, wenn Sie sich ein Schnitzel gebraten haben?
140321	140322	Dann soll er es bitte auf legalem Wege per RWR-Card versuchen	Wenigstens ist er so ehrlich um selbst zuzugeben, dass kein Asylgrund vorliegt.	0	0	0	0	1	0	0	1	0	0	0000100100	Dann soll er es bitte auf legalem Wege per RWR-Card versuchen Wenigstens ist er so ehrlich um selbst zuzugeben, dass kein Asylgrund vorliegt.
616098	616099	ganz grosse Klasse RAU,	"man sollte auch Artikel mit gruen (oder fallweise rot) bewerten koennen.
Ein gruenes von mir waere Ihnen hier sicher."	0	1	1	0	1	0	0	1	0	0	0110100100	"ganz grosse Klasse RAU, man sollte auch Artikel mit gruen (oder fallweise rot) bewerten koennen.
Ein gruenes von mir waere Ihnen hier sicher."
140320	140321		Hoppla, bin ich hier etwa im FPÖ-Forum gelandet? Die Rot-Stricheleien untermauern meine These gleich nochmal....	1	0	0	0	0	0	0	1	0	0	1000000100	 Hoppla, bin ich hier etwa im FPÖ-Forum gelandet? Die Rot-Stricheleien untermauern meine These gleich nochmal....
140319	140320	"""Es ist auch hier ein schweres Leben."""	das trifft auf viele Menschen zu, unabhängig von der Herkunft und egal wo	0	0	0	0	0	0	0	1	0	0	0000000100	"""Es ist auch hier ein schweres Leben."" das trifft auf viele Menschen zu, unabhängig von der Herkunft und egal wo"
616009	616010		Es braucht noch viel mehr als kranke ,dass ein wiener Verein Meister wird. Der Post da oben is aber trotzdem ein schaaaaas.	0	0	0	0	0	0	0	0	1	0	0000000010	 Es braucht noch viel mehr als kranke ,dass ein wiener Verein Meister wird. Der Post da oben is aber trotzdem ein schaaaaas.
